Latitude,Longitude
13.63878,77.78719
13.63952,77.78691
13.64001,77.7868
13.64108,77.78667
13.64356,77.78649
13.64561,77.78634
13.64794,77.78613
13.65165,77.78582
13.65457,77.78558
13.65508,77.78555
13.65556,77.78551
13.65589,77.78548
13.65616,77.78545
13.65662,77.7854
13.65691,77.78536
13.65725,77.78532
13.65758,77.78527
13.65795,77.78522
13.65837,77.78517
13.65876,77.78513
13.65912,77.7851
13.6608,77.78498
13.66547,77.7846
13.66588,77.78458
13.66627,77.78457
13.67146,77.78463
13.67339,77.78468
13.67342,77.78468
13.67445,77.78471
13.67498,77.78474
13.67556,77.78475
13.6778,77.78478
13.68062,77.78482
13.68149,77.78483
13.68771,77.78491
13.68981,77.78495
13.6914,77.78498
13.69333,77.78501
13.69448,77.78503
13.69699,77.78508
13.69702,77.78508
13.70409,77.78523
13.71024,77.78532
13.7106,77.78533
13.71125,77.78532
13.71209,77.78534
13.7143,77.78542
13.71837,77.78562
13.72281,77.78582
13.72553,77.78596
13.7303,77.7862
13.73069,77.78624
13.73147,77.78635
13.73258,77.7866
13.73324,77.78676
13.73764,77.78796
13.73957,77.78851
13.74079,77.78881
13.74141,77.78894
13.74185,77.78899
13.74199,77.789
13.74224,77.78899
13.74246,77.78897
13.74277,77.78891
13.74298,77.78887
13.74317,77.78882
13.74432,77.78847
13.74491,77.78828
13.74551,77.7881
13.74602,77.78797
13.74655,77.78787
13.74746,77.78778
13.74931,77.78769
13.7499,77.78766
13.7502,77.78764
13.75071,77.78757
13.75147,77.78742
13.75842,77.78599
13.76048,77.78557
13.7626,77.78511
13.76272,77.78509
13.76315,77.78499
13.7646,77.78469
13.76558,77.7845
13.76668,77.78427
13.76722,77.78416
13.76765,77.78404
13.76791,77.78394
13.76817,77.78382
13.76859,77.7836
13.7688,77.78348
13.76916,77.78325
13.77072,77.78226
13.77591,77.77909
13.77618,77.77892
13.77651,77.77871
13.7775,77.77813
13.77756,77.77809
13.77781,77.77794
13.77864,77.77745
13.77901,77.77723
13.77954,77.7769
13.78018,77.7765
13.78138,77.77574
13.78235,77.77514
13.78267,77.77493
13.78281,77.77484
13.78294,77.77476
13.78332,77.77453
13.78337,77.7745
13.78405,77.7741
13.78476,77.77367
13.78502,77.77351
13.78529,77.77333
13.78553,77.77315
13.78573,77.77299
13.78592,77.7728
13.78608,77.77265
13.78628,77.77242
13.78656,77.77208
13.78698,77.77156
13.78732,77.77115
13.78774,77.7706
13.78787,77.77045
13.78817,77.7701
13.78856,77.76965
13.78907,77.76901
13.7913,77.76633
13.79155,77.76602
13.79378,77.76329
13.79442,77.76253
13.79712,77.7592
13.79826,77.75788
13.79856,77.75758
13.79866,77.75748
13.79882,77.75735
13.79923,77.75709
13.79962,77.75682
13.80024,77.7565
13.80145,77.75585
13.80523,77.75379
13.80631,77.75321
13.80685,77.75291
13.80722,77.75271
13.80761,77.75253
13.808,77.75237
13.80845,77.75222
13.81165,77.75124
13.81288,77.75089
13.81409,77.75051
13.8149,77.75027
13.81518,77.75018
13.81551,77.75007
13.81584,77.74991
13.81648,77.74957
13.81708,77.74925
13.81738,77.74911
13.81792,77.74893
13.81849,77.74878
13.81904,77.74862
13.82021,77.74831
13.82153,77.74798
13.82227,77.74778
13.82297,77.74752
13.82363,77.74713
13.82412,77.74682
13.82499,77.7463
13.82567,77.74598
13.82653,77.74555
13.82717,77.74513
13.82752,77.74488
13.82856,77.74401
13.82902,77.74366
13.82934,77.74345
13.82974,77.7432
13.83055,77.74284
13.83088,77.74271
13.83141,77.74254
13.83217,77.74225
13.83302,77.74185
13.83513,77.74077
13.83641,77.73998
13.83678,77.73974
13.83715,77.73942
13.83754,77.73902
13.83891,77.73753
13.83958,77.7368
13.84069,77.73563
13.84213,77.73411
13.84295,77.73319
13.84406,77.73197
13.84553,77.73021
13.84556,77.73017
13.84753,77.72779
13.84801,77.72718
13.84865,77.72642
13.84871,77.72635
13.8493,77.72564
13.84989,77.72492
